GEOID,TREE-PCT,median-income
6037294810,4.448,36202
6037123510,14.68,36220
6037540700,8.225,36250
6037192620,3.778,36280
6037302202,7.323,36366
6037534404,4.765,36382
6037602509,2.722,36442
6037406200,6.981,36449
6037231500,6.201,36464
6037553702,9.146,36468
6037208301,6.323,36477
6037197700,9.986,36509
6037601600,6.618,36528
6037213401,3.615,36537
6037220000,7.811,36545
6037533300,5.153,36548
6059062627,24.27,36563
6037121801,7.869,36591
6037535702,6.89,36594
6037481001,6.469,36616
6037213402,5.004,36667
6037533603,4.728,36678
6037195901,21.698,36705
6037231400,6.589,36707
6037123206,4.355,36762
6037239330,2.011,36767
6037302302,7.273,36776
6037534001,6.465,36786
6037302401,4.536,36791
6037301802,5.765,36845
6037212620,9.364,36851
6059087806,6.24,36889
6037117520,6.537,36923
6037291220,5.943,36964
6037575901,11.245,36976
6037433801,4.591,36978
6059011720,3.506,36982
6037402501,7.636,36988
6037533902,4.856,37024
6037128102,14.492,37027
6037570403,12.133,37045
6037533804,7.024,37059
6037201301,15.253,37064
6037533503,4.506,37083
6037204110,7.02,37091
6037533403,4.967,37115
6037535300,4.844,37132
6037576904,9.825,37135
6037535604,12.113,37196
6037533702,6.567,37209
6037480304,3.88,37214
6037190901,6.073,37250
6037234300,6.537,37273
6037541604,8.998,37277
6037535002,5.149,37303
6037219902,6.723,37310
6037533203,9.735,37344
6037481606,8.648,37391
6037127102,7.543,37455
6037482502,6.964,37516
6037127520,3.71,37602
6037204810,6.863,37642
6037211803,3.82,37643
6037119342,6.77,37667
6037203500,4.143,37670
6037211922,3.542,37683
6037115302,10.128,37723
6037534203,10.289,37739
6037208000,8.533,37803
6037120108,7.928,37804
6037573003,11.426,37831
6037190100,5.202,37833
6037576903,5.297,37839
6037531302,4.842,37868
6037211704,1.934,37875
6037127804,11.403,37881
6037551401,7.357,37886
6037482304,7.096,37928
6037212101,4.351,37944
6037240020,7.65,37955
6037402001,12.982,37964
6037481712,8.145,37979
6037195720,12.303,38011
6037462002,14.916,38026
6037575401,2.225,38060
6037218701,10.049,38073
6037534804,6.075,38088
6037219800,6.469,38111
6037404201,9.097,38145
6037320201,7.527,38176
6037602508,3.808,38222
6037532101,6.507,38250
6037603802,4.073,38265
6037201200,13.394,38278
6037242300,7.748,38281
6037531502,3.891,38305
6037185202,34.773,38356
6037534202,5.163,38365
6037533001,6.682,38393
6037189201,8.179,38415
6037183820,13.306,38438
6037432802,3.835,38446
6037208710,8.28,38457
6071001504,5.885,38478
6037570304,5.629,38484
6059086502,4.806,38486
6037234502,8.193,38500
6037575202,4.628,38506
6037106648,10.794,38542
6037540000,6.453,38560
6037542601,6.903,38625
6037204910,6.558,38674
6037203200,8.197,38705
6037602003,9.323,38713
6037123205,3.288,38750
6037576502,6.853,38750
6037533803,5.278,38767
6059075002,6.788,38810
6037235201,8.496,38824
6037123303,9.582,38864
6037701902,2.487,38900
6037553902,7.341,38902
6037127606,17.647,38910
6059089106,5.71,38920
6037134710,12.667,38933
6037570203,4.785,38942
6059099904,6.527,38955
6037433504,4.244,38972
6037195802,10.462,39004
6037296500,16.07,39013
6037433602,7.763,39080
6037573202,5.25,39088
6037187200,12.956,39150
6037294900,4.998,39153
6037554105,3.749,39156
6037602900,2.2,39180
6037601211,4.574,39196
6037211703,1.987,39232
6037292000,4.818,39276
6037213100,12.182,39276
6037530801,11.656,39302
6071001812,7.834,39306
6037296901,4.76,39375
6037117530,7.105,39429
6059099249,6.601,39444
6071000605,9.094,39459
6037532001,3.701,39476
6037218300,6.508,39480
6037139503,3.295,39482
6037572900,12.622,39500
6071001501,8.514,39635
6059001103,9.064,39640
6037531702,2.285,39654
6037603001,4.848,39657
6071001101,7.013,39665
6037481713,5.174,39676
6037191420,6.388,39680
6037534403,7.249,39722
6037183520,18.558,39737
6037551102,2.416,39773
6037219700,7.069,39773
6037602504,2.63,39795
6037310702,5.062,39810
6037123410,8.964,39821
6037531800,3.088,39848
6037533401,6.046,39872
6037533501,4.709,39875
6037209200,5.324,39875
6037531701,3.211,39923
6059088904,3.872,39938
6037500402,5.316,39958
6037531901,5.205,39963
6037211804,3.878,39973
6037123010,3.821,40000
6059075004,6.917,40000
6037243000,7.969,40025
6037185320,8.393,40060
6037239202,2.196,40099
6037219010,6.606,40125
6037402502,6.808,40125
6037134522,14.248,40167
6037601212,5.215,40175
6037212501,4.898,40192
6037535802,12.398,40265
6037218500,7.999,40313
6037222002,5.684,40369
6037531201,5.934,40373
6037533002,5.077,40417
6037211121,8.46,40451
6037404504,8.334,40462
6037232600,4.05,40467
6037124104,10.196,40487
6059099701,13.43,40519
6037301801,8.855,40523
6037542900,2.856,40529
6037218702,10.86,40644
6059099247,6.259,40694
6037502302,4.784,40703
6037402804,5.098,40739
6037123104,11.549,40779
6059063604,4.365,40795
6037291110,7.722,40866
6037534900,6.982,40889
6037134520,4.996,40897
6037572301,9.069,40909
6037533602,5.248,40924
6037541500,9.064,40966
6037127103,6.976,41000
6037190401,6.433,41012
6037212502,4.498,41037
6059110500,4.639,41100
6037134521,6.742,41105
6071000823,7.779,41115
6037432201,8.409,41121
6037218110,6.64,41154
6037208402,9.351,41203
6037272202,7.382,41214
6037302102,19.984,41218
6037575101,6.597,41250
6037195903,11.744,41250
6037117201,13.682,41276
6037554405,7.631,41300
6037602105,2.542,41307
6037540902,2.643,41311
6037533201,4.572,41328
6037532604,4.097,41331
6037297120,4.192,41332
6037601802,5.198,41400
6059087601,6.735,41418
6037541605,6.881,41441
6037480902,5.782,41451
6037541002,4.091,41463
6037221601,8.653,41472
6037218800,7.237,41487
6037554403,5.349,41500
6037530302,4.845,41507
6037237900,8.733,41513
6037531000,6.331,41528
6059086901,9.234,41545
6037201120,15.658,41563
6037481201,6.376,41575
6037433306,10.273,41576
6037121222,6.336,41591
6037204920,2.117,41615
6037208610,5.37,41689
6037601303,3.487,41693
6037104105,6.149,41714
6037534405,3.877,41719
6059063605,4.595,41782
6037197600,13.131,41784
6037183701,17.487,41786
6059087101,8.456,41809
6071001813,6.046,41813
6037432401,8.874,41825
6037534302,5.527,41875
6037553602,9.974,41875
6037115104,21.445,41875
6037535502,12.504,41906
6037238400,8.088,41907
6037501804,13.671,41964
6037275500,9.204,42019
6037104703,2.197,42045
6037197200,11.393,42051
6037540800,8.841,42054
6059063702,6.844,42060
6037571704,9.007,42062
6037482702,11.18,42063
6059087505,9.761,42077
6037270300,7.505,42083
6037535804,6.379,42143
6037601302,5.732,42149
6037131800,18.502,42156
6037433401,8.343,42170
6037552100,6.983,42214
6037234600,8.249,42241
6037555212,4.778,42247
6037127806,14.364,42279
6037125310,6.74,42288
6037404801,8,42295
6037462202,6.696,42300
6037650003,7.668,42315
6037536104,3.305,42321
6037127300,12.881,42326
6037555211,5.115,42344
6059087504,6.453,42344
6059074901,9.088,42349
6037534406,4.671,42364
6037294620,6.052,42367
6037101220,18.608,42367
6037482401,6.294,42384
6037482503,5.617,42431
6037127400,5.623,42434
6037432700,7.241,42454
6037125320,3.866,42465
6059110603,6.124,42500
6037980010,29.632,42500
6037533106,10.955,42540
6037127210,7.341,42552
6037186403,8.127,42571
6037115403,11.888,42607
6037532200,4.513,42622
6071000301,3.555,42629
6037218220,11.246,42639
6059011711,7.152,42653
6037269903,4.252,42656
6037101210,10.259,42664
6037602404,3.579,42679
6059001802,9.097,42692
6037533901,4.727,42697
6037208501,6.245,42727
6037408630,8.187,42736
6037294510,7.091,42775
6037124103,8.95,42781
6059011504,8.444,42788
6037301502,10.583,42885
6037229100,7.244,42983
6037189904,2.992,43033
6037532500,2.813,43060
6037540400,4.413,43060
6037238100,8.73,43073
6059087106,6.965,43098
6037186201,25.739,43144
6059074408,6.322,43227
6037115404,12.124,43232
6037601401,3.347,43240
6037183300,8.387,43250
6037433200,7.894,43277
6037134904,15.317,43295
6037404301,11.021,43322
6037106408,6.534,43333
6037542103,7.393,43333
6037302104,11.411,43358
6059075514,5.842,43405
6059087300,10.522,43425
6037139303,5.768,43514
6037542000,11.088,43523
6059088801,8.602,43591
6037124902,10.548,43658
6037481603,9.725,43684
6059087405,5.645,43750
6037119341,8.682,43750
6037570204,9.569,43750
6071002107,10.188,43816
6037600911,13.547,43828
6059087200,9.083,43843
6059087001,8.276,43884
6037203900,4.726,43889
6037570301,10.092,43906
6037603302,3.417,43918
6037540901,6.027,43929
6037542401,9.08,43966
6037204600,10.429,43981
6037134001,10.796,44018
6037237300,6.102,44058
6037293304,7.19,44066
6037102105,9.54,44087
6037302103,9.481,44130
6037540300,5.893,44155
6037530901,5.545,44225
6037123602,24.565,44244
6037462301,16.455,44246
6037302002,5.318,44250
6037320300,6.77,44310
6037543000,4.57,44350
6037185310,10.686,44360
6037191302,4.381,44387
6037602002,6.556,44408
6037119320,10.784,44426
6059088701,8.138,44438
6037104204,4.083,44453
6059074405,6.355,44460
6059074407,6.672,44474
6037272302,7.075,44477
6037113421,5.385,44514
6037481401,8.986,44528
6037535701,10.786,44545
6071000824,12.379,44573
6059099248,4.359,44576
6037183222,28.493,44615
6037106114,8.859,44629
6037536000,2.247,44702
6037542700,6.432,44737
6037550901,6.41,44769
6037600302,5.982,44787
6037124203,9.42,44828
6037297201,5.796,44830
6037189905,15.067,44864
6037186404,16.425,44875
6037199110,16.558,44886
6037201401,16.379,44904
6037123601,15.906,44912
6037461600,14.004,44919
6037532304,2.237,44929
6037104403,6.375,44954
6037123901,10.481,44975
6037570602,9.796,45074
6037104201,6.227,45089
6037183402,12.54,45114
6037603102,9.034,45128
6037500600,6.146,45132
6037542106,5.489,45139
6037191610,9.389,45154
6037113233,8.102,45161
6037434003,9.33,45208
6037183620,11.832,45223
6037603006,5.253,45236
6037543100,5.432,45250
6037602403,3.991,45263
6037600400,8.095,45286
6037533805,4.732,45313
6037291210,5.274,45331
6037532002,5.454,45341
6037553901,7.251,45388
6037530802,15.687,45389
6037430101,9.555,45437
6037132700,17.186,45484
6037482301,9.779,45496
6037241002,6.715,45548
6037275200,8.218,45592
6037536200,6.437,45625
6037271801,11.31,45637
6037109100,10.216,45724
6037127603,12.522,45727
6037553701,6.79,45758
6037533202,9.902,45761
6037535200,9.776,45764
6037402600,12.147,45798
6037197500,16.44,45875
6037277400,4.774,45909
6037121210,3.642,45919
6037504101,6.46,45938
6059063701,7.14,46028
6037131010,16.92,46048
6071000208,6.776,46094
6037122200,4.501,46103
6037121020,10.878,46122
6071001002,10.861,46138
6037552200,5.629,46149
6037128220,21.382,46155
6037482303,9.599,46156
6037404802,6.382,46196
6037553503,9.748,46200
6037433601,7.166,46207
6059099601,6.266,46212
6037481402,8.689,46250
6071000901,10.381,46250
6037570404,10.444,46250
6037132502,14.825,46250
6037540501,6.816,46370
6037201402,8.247,46378
6037462100,18.636,46381
6071001810,6.233,46426
6037408704,10.687,46448
6059074902,10.888,46497
6037123800,18.095,46505
6037408202,3.921,46518
6071000825,7.647,46604
6037532302,2.191,46618
6037571701,7.772,46630
6071001305,4.456,46652
6037269601,4.988,46667
6037183103,15.008,46667
6037294120,2.36,46700
6037203800,5.431,46719
6059074805,9.254,46723
6037408139,9.916,46731
6037543305,5.093,46733
6037302004,8.103,46763
6037576601,4.276,46778
6037481604,8.75,46794
6037301702,7.707,46806
6059110606,5.504,46818
6037104108,8.45,46875
6037534802,8.781,46875
6037502500,4.2,46944
6037602004,8.349,46944
6059099903,6.343,46967
6037535102,6.514,47000
6037237800,6.619,47069
6037201504,14.315,47111
6037461902,6.933,47155
6037700200,9.73,47159
6037111301,11.037,47184
6071000603,7.072,47198
6037481101,8.65,47215
6037201601,12.846,47276
6037124300,9.898,47305
6059011721,8.633,47337
6037124102,12.31,47340
6037407200,8.037,47380
6037120010,14.552,47388
6037701801,8.061,47414
6037122120,7.855,47479
6037542104,6.97,47500
6037404702,6.829,47522
6059099803,4.927,47542
6037530601,10.828,47557
6037601002,5.314,47588
6037294302,6.16,47615
6037462001,19.582,47617
6037204120,6.357,47625
6059087902,9.938,47625
6037111400,9.919,47646
6037405202,7.456,47656
6037530203,10.657,47679
6037542105,11.324,47692
6037402903,4.958,47750
6037501400,8.785,47759
6037218600,5.739,47778
6037434001,8.535,47852
6037531603,4.764,47892
6071002103,12.347,47922
6037294520,8.1,47981
6037551300,4.364,48030
6037482402,13.897,48038
6037219020,6.167,48056
6059086702,5.224,48072
6037212800,10.968,48095
6037405102,6.812,48108
6071001803,3.65,48125
6037577000,13.057,48125
6037554002,7.489,48188
6037536103,12.634,48199
6071001001,6.404,48267
6037406901,8.627,48277
6037104620,8.481,48281
6037501001,10.328,48352
6071000205,5.773,48387
6037125200,21.831,48393
6037404501,4.921,48466
6037540101,9.487,48466
6037551101,3.758,48495
6037602506,3.284,48595
6037405201,4.772,48603
6037139504,5.45,48651
6037433902,10.522,48681
6037402403,7.384,48697
6037480901,5.784,48734
6037542501,7.037,48750
6037407101,7.21,48750
6059001801,3.958,48769
6037432601,13.41,48807
6037500500,4.819,48824
6037534501,6.08,48825
6059001304,5.05,48879
6071000303,6.625,48900
6037460900,12.571,48912
6071002023,11.216,48938
6037534502,5.433,48969
6037217200,6.61,48992
6037127805,14.121,48995
6037189903,4.759,49020
6037123020,8.677,49038
6037104821,9.246,49071
6037104500,8.15,49074
6037211120,8.106,49086
6071000903,6.489,49099
6071000404,8.83,49107
6037603801,3.759,49115
6059075404,9.105,49128
6037431100,10.307,49167
6059074806,11.177,49177
6037302506,27.864,49259
6037534002,5.379,49267
6037269904,6.45,49273
6037408140,8.773,49276
6037481102,6.21,49347
6037553801,3.946,49375
6059088702,6.508,49402
6059087901,5.971,49417
6059099223,5.429,49423
6037301900,11.704,49427
6037269602,8.978,49457
6071000821,2.088,49476
6059001202,5.824,49500
6059088901,6.725,49504
6037192420,6.483,49508
6037461502,17.296,49519
6059086803,6.263,49583
6037408138,12.465,49583
6037217100,8.264,49600
6037408211,3.974,49621
6037541100,3.692,49716
6037604100,7.626,49754
6059088402,8.184,49809
6037554302,5.96,49830
6071000904,7.8,49871
6037402902,11.882,49917
6037480303,9.625,49966
6059074106,6.126,49983
6037542200,9.311,50000
6037431002,16.393,50000
6059001201,8.217,50039
6037603301,5.365,50040
6037405101,7.133,50058
6037132501,14.97,50072
6059087404,7.259,50106
6037553601,3.954,50114
6059099402,11.571,50121
6037139302,5.805,50127
6059074601,11.832,50183
6037601202,9.424,50208
6037211500,24.487,50216
6037188100,8.465,50263
6037115401,26.195,50263
6059075100,11.299,50270
6037543201,11.31,50313
6037600912,16.478,50313
6037651401,22.855,50316
6037530204,10.177,50318
6037405301,5.767,50335
6037104320,4.773,50341
6059088802,8.822,50341
6037104310,5.474,50350
6037554203,10.054,50364
6037128101,20.451,50366
6037121221,11.238,50417
6037310501,4.543,50426
6037600802,14.517,50478
6037541802,9.153,50496
6059110202,7.351,50500
6059088203,8.435,50503
6037400602,9.277,50516
6037574902,9.003,50536
6037542402,8.116,50538
6037272201,6.866,50560
6059087805,6.128,50578
6059099702,6.138,50589
6037275102,13.287,50595
6037603004,3.215,50652
6059088104,6.391,50670
6037541801,8.689,50670
6037541300,8.216,50673
6059086602,6.551,50694
6059074406,7.892,50722
6037106405,10.79,50742
6059087503,5.951,50756
6037270200,8.32,50769
6037500900,7.114,50770
6037552900,6.648,50778
6059011601,8.098,50783
6037553502,6.085,50826
6037311802,9.609,50828
6037123700,13.84,50833
6037535901,9.308,50852
6037125501,14.973,50863
6071002105,5.43,50874
6037302301,5.227,50889
6059011101,8.231,50890
6059088106,6.371,50940
6059087102,3.385,50948
6037212701,11.009,50972
6037143200,17.844,50989
6059089004,6.571,51058
6037197300,27.589,51058
6037540102,12.129,51071
6059074006,8.314,51101
6037195600,14.259,51111
6037502700,3.651,51132
6037201110,14.616,51167
6059011722,5.052,51172
6037570502,5.33,51181
6037533502,7.062,51190
6059087403,7.285,51250
6037139200,17.538,51250
6037104704,5.38,51316
6037554404,5.839,51326
6037407701,15.817,51385
6059086404,8.054,51438
6071001706,11.195,51452
6037128801,15.644,51490
6037536102,2.888,51546
6037430723,6.91,51591
6037461901,13.324,51719
6037294410,10.301,51735
6037134720,11.779,51773
6037573100,8.045,51774
6037207710,4.135,51803
6037404302,12.234,51806
6059099251,8.244,51824
6037602106,4.315,51845
6037234000,9.062,51846
6059089102,9.93,51869
6037125502,13.996,51891
6059076102,6.564,51918
6037602802,7.674,52000
6059074502,11.198,52027
6037550902,8.535,52028
6037301602,15.869,52031
6037123103,7.925,52042
6037139401,9.194,52051
6037401500,7.003,52220
6037403000,6.541,52224
6037535607,8.467,52232
6037570303,13.384,52311
6037534700,9.94,52364
6037199300,31.105,52371
