State Code of Geography A,FIPS County Code of Geography A,State/U.S. Island Area/Foreign Region Code of Geography B,FIPS County Code of Geography B,county-a,county-b,flow-from-b-to-a,flow-from-a-to-b,net-flow-from-b-to-a,gross-migration
6,83,6,17,Santa Barbara County,El Dorado County,166,50,116,216
6,83,6,19,Santa Barbara County,Fresno County,229,209,20,438
6,83,6,21,Santa Barbara County,Glenn County,11,14,-3,25
6,83,6,23,Santa Barbara County,Humboldt County,72,106,-34,178
6,83,6,25,Santa Barbara County,Imperial County,81,3,78,84
6,83,6,27,Santa Barbara County,Inyo County,0,48,-48,48
6,83,6,29,Santa Barbara County,Kern County,571,466,105,"1,037"
6,83,6,31,Santa Barbara County,Kings County,81,77,4,158
6,83,6,33,Santa Barbara County,Lake County,28,14,14,42
6,83,6,35,Santa Barbara County,Lassen County,0,5,-5,5
6,83,6,37,Santa Barbara County,Los Angeles County,"4,582","2,086","2,496","6,668"
6,83,6,39,Santa Barbara County,Madera County,31,9,22,40
6,83,6,41,Santa Barbara County,Marin County,129,118,11,247
6,83,6,45,Santa Barbara County,Mendocino County,32,129,-97,161
6,83,6,47,Santa Barbara County,Merced County,113,111,2,224
6,83,6,51,Santa Barbara County,Mono County,0,14,-14,14
6,83,6,53,Santa Barbara County,Monterey County,75,123,-48,198
6,83,6,55,Santa Barbara County,Napa County,71,53,18,124
6,83,6,57,Santa Barbara County,Nevada County,11,29,-18,40
6,83,6,59,Santa Barbara County,Orange County,840,888,-48,"1,728"
6,83,6,61,Santa Barbara County,Placer County,170,40,130,210
6,83,6,65,Santa Barbara County,Riverside County,564,554,10,"1,118"
6,83,6,67,Santa Barbara County,Sacramento County,535,248,287,783
6,83,6,71,Santa Barbara County,San Bernardino County,836,212,624,"1,048"
6,83,6,73,Santa Barbara County,San Diego County,"1,574",886,688,"2,460"
6,83,6,75,Santa Barbara County,San Francisco County,461,245,216,706
6,83,6,77,Santa Barbara County,San Joaquin County,140,80,60,220
6,83,6,79,Santa Barbara County,San Luis Obispo County,"1,653","1,821",-168,"3,474"
6,83,6,81,Santa Barbara County,San Mateo County,"1,211",116,"1,095","1,327"
6,83,6,85,Santa Barbara County,Santa Clara County,"1,498","1,075",423,"2,573"
6,83,6,87,Santa Barbara County,Santa Cruz County,134,123,11,257
6,83,6,89,Santa Barbara County,Shasta County,30,20,10,50
6,83,6,93,Santa Barbara County,Siskiyou County,13,0,13,13
6,83,6,95,Santa Barbara County,Solano County,93,219,-126,312
6,83,6,97,Santa Barbara County,Sonoma County,224,125,99,349
6,83,6,99,Santa Barbara County,Stanislaus County,170,64,106,234
6,83,6,101,Santa Barbara County,Sutter County,39,0,39,39
6,83,6,107,Santa Barbara County,Tulare County,115,13,102,128
6,83,6,109,Santa Barbara County,Tuolumne County,0,12,-12,12
6,83,6,111,Santa Barbara County,Ventura County,"1,311","1,934",-623,"3,245"
6,83,6,113,Santa Barbara County,Yolo County,137,163,-26,300
6,83,6,115,Santa Barbara County,Yuba County,24,0,24,24
6,85,6,1,Santa Clara County,Alameda County,"7,443","10,175","-2,732","17,618"
6,85,6,3,Santa Clara County,Alpine County,25,0,25,25
6,85,6,5,Santa Clara County,Amador County,3,79,-76,82
6,85,6,7,Santa Clara County,Butte County,267,456,-189,723
6,85,6,9,Santa Clara County,Calaveras County,83,68,15,151
6,85,6,11,Santa Clara County,Colusa County,27,0,27,27
6,85,6,13,Santa Clara County,Contra Costa County,"1,723","2,993","-1,270","4,716"
6,85,6,15,Santa Clara County,Del Norte County,0,12,-12,12
6,85,6,17,Santa Clara County,El Dorado County,217,875,-658,"1,092"
6,85,6,19,Santa Clara County,Fresno County,667,926,-259,"1,593"
6,85,6,21,Santa Clara County,Glenn County,35,3,32,38
6,85,6,23,Santa Clara County,Humboldt County,130,124,6,254
6,85,6,25,Santa Clara County,Imperial County,29,15,14,44
6,85,6,27,Santa Clara County,Inyo County,0,20,-20,20
6,85,6,29,Santa Clara County,Kern County,153,322,-169,475
6,85,6,31,Santa Clara County,Kings County,76,28,48,104
6,85,6,33,Santa Clara County,Lake County,73,61,12,134
6,85,6,35,Santa Clara County,Lassen County,32,53,-21,85
6,85,6,37,Santa Clara County,Los Angeles County,"4,959","3,496","1,463","8,455"
6,85,6,39,Santa Clara County,Madera County,187,302,-115,489
6,85,6,41,Santa Clara County,Marin County,507,995,-488,"1,502"
6,85,6,45,Santa Clara County,Mendocino County,6,44,-38,50
6,85,6,47,Santa Clara County,Merced County,680,"1,560",-880,"2,240"
6,85,6,49,Santa Clara County,Modoc County,0,10,-10,10
6,85,6,53,Santa Clara County,Monterey County,"1,516","1,225",291,"2,741"
6,85,6,55,Santa Clara County,Napa County,9,215,-206,224
6,85,6,57,Santa Clara County,Nevada County,110,131,-21,241
6,85,6,59,Santa Clara County,Orange County,"1,525","1,982",-457,"3,507"
6,85,6,61,Santa Clara County,Placer County,366,951,-585,"1,317"
6,85,6,63,Santa Clara County,Plumas County,0,53,-53,53
6,85,6,65,Santa Clara County,Riverside County,485,801,-316,"1,286"
6,85,6,67,Santa Clara County,Sacramento County,"1,171","3,011","-1,840","4,182"
6,85,6,69,Santa Clara County,San Benito County,824,"1,435",-611,"2,259"
6,85,6,71,Santa Clara County,San Bernardino County,648,595,53,"1,243"
6,85,6,73,Santa Clara County,San Diego County,"2,519","2,222",297,"4,741"
6,85,6,75,Santa Clara County,San Francisco County,"3,186","5,103","-1,917","8,289"
6,85,6,77,Santa Clara County,San Joaquin County,"1,725","3,295","-1,570","5,020"
6,85,6,79,Santa Clara County,San Luis Obispo County,574,861,-287,"1,435"
6,85,6,81,Santa Clara County,San Mateo County,"6,646","7,361",-715,"14,007"
6,85,6,83,Santa Clara County,Santa Barbara County,"1,075","1,498",-423,"2,573"
6,85,6,87,Santa Clara County,Santa Cruz County,"2,467","3,435",-968,"5,902"
6,85,6,89,Santa Clara County,Shasta County,76,562,-486,638
6,85,6,93,Santa Clara County,Siskiyou County,10,9,1,19
6,85,6,95,Santa Clara County,Solano County,345,937,-592,"1,282"
6,85,6,97,Santa Clara County,Sonoma County,431,"1,091",-660,"1,522"
6,85,6,99,Santa Clara County,Stanislaus County,893,"2,142","-1,249","3,035"
6,85,6,101,Santa Clara County,Sutter County,249,89,160,338
6,85,6,103,Santa Clara County,Tehama County,19,53,-34,72
6,85,6,105,Santa Clara County,Trinity County,10,8,2,18
6,85,6,107,Santa Clara County,Tulare County,126,375,-249,501
6,85,6,109,Santa Clara County,Tuolumne County,40,116,-76,156
6,85,6,111,Santa Clara County,Ventura County,477,358,119,835
6,85,6,113,Santa Clara County,Yolo County,443,"1,159",-716,"1,602"
6,85,6,115,Santa Clara County,Yuba County,0,29,-29,29
6,87,6,1,Santa Cruz County,Alameda County,"1,217",636,581,"1,853"
6,87,6,5,Santa Cruz County,Amador County,22,0,22,22
6,87,6,7,Santa Cruz County,Butte County,225,135,90,360
6,87,6,9,Santa Cruz County,Calaveras County,3,210,-207,213
6,87,6,13,Santa Cruz County,Contra Costa County,548,483,65,"1,031"
6,87,6,15,Santa Cruz County,Del Norte County,0,13,-13,13
6,87,6,17,Santa Cruz County,El Dorado County,296,19,277,315
6,87,6,19,Santa Cruz County,Fresno County,216,188,28,404
6,87,6,23,Santa Cruz County,Humboldt County,86,150,-64,236
6,87,6,25,Santa Cruz County,Imperial County,18,0,18,18
6,87,6,29,Santa Cruz County,Kern County,30,189,-159,219
6,87,6,31,Santa Cruz County,Kings County,60,15,45,75
6,87,6,33,Santa Cruz County,Lake County,0,20,-20,20
6,87,6,35,Santa Cruz County,Lassen County,2,0,2,2
6,87,6,37,Santa Cruz County,Los Angeles County,"1,585",680,905,"2,265"
6,87,6,39,Santa Cruz County,Madera County,16,112,-96,128
6,87,6,41,Santa Cruz County,Marin County,148,217,-69,365
6,87,6,43,Santa Cruz County,Mariposa County,15,17,-2,32
6,87,6,45,Santa Cruz County,Mendocino County,46,38,8,84
6,87,6,47,Santa Cruz County,Merced County,73,73,0,146
6,87,6,49,Santa Cruz County,Modoc County,0,5,-5,5
6,87,6,53,Santa Cruz County,Monterey County,822,"1,720",-898,"2,542"
6,87,6,55,Santa Cruz County,Napa County,24,37,-13,61
6,87,6,57,Santa Cruz County,Nevada County,111,11,100,122
6,87,6,59,Santa Cruz County,Orange County,584,266,318,850
6,87,6,61,Santa Cruz County,Placer County,148,71,77,219
6,87,6,63,Santa Cruz County,Plumas County,0,32,-32,32
6,87,6,65,Santa Cruz County,Riverside County,149,76,73,225
6,87,6,67,Santa Cruz County,Sacramento County,464,365,99,829
6,87,6,69,Santa Cruz County,San Benito County,180,172,8,352
6,87,6,71,Santa Cruz County,San Bernardino County,30,184,-154,214
6,87,6,73,Santa Cruz County,San Diego County,666,290,376,956
6,87,6,75,Santa Cruz County,San Francisco County,476,490,-14,966
6,87,6,77,Santa Cruz County,San Joaquin County,169,80,89,249
6,87,6,79,Santa Cruz County,San Luis Obispo County,133,431,-298,564
6,87,6,81,Santa Cruz County,San Mateo County,633,142,491,775
6,87,6,83,Santa Cruz County,Santa Barbara County,123,134,-11,257
6,87,6,85,Santa Cruz County,Santa Clara County,"3,435","2,467",968,"5,902"
6,87,6,89,Santa Cruz County,Shasta County,28,177,-149,205
6,87,6,93,Santa Cruz County,Siskiyou County,0,62,-62,62
6,87,6,95,Santa Cruz County,Solano County,51,195,-144,246
6,87,6,97,Santa Cruz County,Sonoma County,107,342,-235,449
6,87,6,99,Santa Cruz County,Stanislaus County,127,43,84,170
6,87,6,101,Santa Cruz County,Sutter County,24,0,24,24
6,87,6,103,Santa Cruz County,Tehama County,0,24,-24,24
6,87,6,107,Santa Cruz County,Tulare County,79,1,78,80
6,87,6,109,Santa Cruz County,Tuolumne County,0,19,-19,19
6,87,6,111,Santa Cruz County,Ventura County,195,202,-7,397
6,87,6,113,Santa Cruz County,Yolo County,186,228,-42,414
6,87,6,115,Santa Cruz County,Yuba County,0,38,-38,38
6,89,6,1,Shasta County,Alameda County,183,16,167,199
6,89,6,5,Shasta County,Amador County,0,11,-11,11
6,89,6,7,Shasta County,Butte County,362,752,-390,"1,114"
6,89,6,9,Shasta County,Calaveras County,1,4,-3,5
6,89,6,11,Shasta County,Colusa County,0,29,-29,29
6,89,6,13,Shasta County,Contra Costa County,177,62,115,239
6,89,6,15,Shasta County,Del Norte County,406,8,398,414
6,89,6,17,Shasta County,El Dorado County,47,67,-20,114
6,89,6,19,Shasta County,Fresno County,75,55,20,130
6,89,6,21,Shasta County,Glenn County,18,0,18,18
6,89,6,23,Shasta County,Humboldt County,358,276,82,634
6,89,6,25,Shasta County,Imperial County,43,0,43,43
6,89,6,27,Shasta County,Inyo County,14,0,14,14
6,89,6,29,Shasta County,Kern County,23,207,-184,230
6,89,6,31,Shasta County,Kings County,28,44,-16,72
6,89,6,33,Shasta County,Lake County,79,46,33,125
6,89,6,35,Shasta County,Lassen County,352,43,309,395
6,89,6,37,Shasta County,Los Angeles County,207,161,46,368
6,89,6,39,Shasta County,Madera County,40,21,19,61
6,89,6,41,Shasta County,Marin County,26,7,19,33
6,89,6,43,Shasta County,Mariposa County,7,0,7,7
6,89,6,45,Shasta County,Mendocino County,10,30,-20,40
6,89,6,47,Shasta County,Merced County,1,26,-25,27
6,89,6,49,Shasta County,Modoc County,20,45,-25,65
6,89,6,53,Shasta County,Monterey County,67,70,-3,137
6,89,6,55,Shasta County,Napa County,19,87,-68,106
6,89,6,57,Shasta County,Nevada County,104,172,-68,276
6,89,6,59,Shasta County,Orange County,228,12,216,240
6,89,6,61,Shasta County,Placer County,7,209,-202,216
6,89,6,65,Shasta County,Riverside County,187,167,20,354
6,89,6,67,Shasta County,Sacramento County,488,475,13,963
6,89,6,71,Shasta County,San Bernardino County,114,106,8,220
6,89,6,73,Shasta County,San Diego County,332,168,164,500
6,89,6,75,Shasta County,San Francisco County,0,42,-42,42
6,89,6,77,Shasta County,San Joaquin County,65,136,-71,201
6,89,6,79,Shasta County,San Luis Obispo County,90,100,-10,190
6,89,6,81,Shasta County,San Mateo County,81,9,72,90
6,89,6,83,Shasta County,Santa Barbara County,20,30,-10,50
6,89,6,85,Shasta County,Santa Clara County,562,76,486,638
6,89,6,87,Shasta County,Santa Cruz County,177,28,149,205
6,89,6,93,Shasta County,Siskiyou County,171,192,-21,363
6,89,6,95,Shasta County,Solano County,3,329,-326,332
6,89,6,97,Shasta County,Sonoma County,154,185,-31,339
6,89,6,99,Shasta County,Stanislaus County,17,297,-280,314
6,89,6,101,Shasta County,Sutter County,0,13,-13,13
6,89,6,103,Shasta County,Tehama County,878,"1,043",-165,"1,921"
6,89,6,105,Shasta County,Trinity County,97,144,-47,241
6,89,6,107,Shasta County,Tulare County,7,131,-124,138
6,89,6,109,Shasta County,Tuolumne County,1,37,-36,38
6,89,6,111,Shasta County,Ventura County,50,279,-229,329
6,89,6,113,Shasta County,Yolo County,46,74,-28,120
6,89,6,115,Shasta County,Yuba County,19,2,17,21
6,91,6,19,Sierra County,Fresno County,2,0,2,2
6,91,6,23,Sierra County,Humboldt County,5,0,5,5
6,91,6,37,Sierra County,Los Angeles County,0,12,-12,12
6,91,6,57,Sierra County,Nevada County,36,23,13,59
6,91,6,63,Sierra County,Plumas County,3,30,-27,33
6,91,6,65,Sierra County,Riverside County,0,10,-10,10
6,91,6,67,Sierra County,Sacramento County,0,7,-7,7
6,91,6,75,Sierra County,San Francisco County,26,0,26,26
6,91,6,77,Sierra County,San Joaquin County,1,0,1,1
6,91,6,97,Sierra County,Sonoma County,26,0,26,26
6,91,6,99,Sierra County,Stanislaus County,0,18,-18,18
6,93,6,1,Siskiyou County,Alameda County,60,0,60,60
6,93,6,5,Siskiyou County,Amador County,23,8,15,31
6,93,6,7,Siskiyou County,Butte County,48,86,-38,134
6,93,6,13,Siskiyou County,Contra Costa County,38,43,-5,81
6,93,6,15,Siskiyou County,Del Norte County,3,6,-3,9
6,93,6,17,Siskiyou County,El Dorado County,94,185,-91,279
6,93,6,19,Siskiyou County,Fresno County,4,109,-105,113
6,93,6,21,Siskiyou County,Glenn County,1,0,1,1
6,93,6,23,Siskiyou County,Humboldt County,94,0,94,94
6,93,6,25,Siskiyou County,Imperial County,1,0,1,1
6,93,6,27,Siskiyou County,Inyo County,0,16,-16,16
6,93,6,29,Siskiyou County,Kern County,39,6,33,45
6,93,6,31,Siskiyou County,Kings County,41,0,41,41
6,93,6,33,Siskiyou County,Lake County,2,13,-11,15
6,93,6,35,Siskiyou County,Lassen County,18,17,1,35
6,93,6,37,Siskiyou County,Los Angeles County,64,16,48,80
6,93,6,39,Siskiyou County,Madera County,0,11,-11,11
6,93,6,41,Siskiyou County,Marin County,16,41,-25,57
6,93,6,45,Siskiyou County,Mendocino County,26,22,4,48
6,93,6,49,Siskiyou County,Modoc County,45,0,45,45
6,93,6,51,Siskiyou County,Mono County,3,0,3,3
6,93,6,55,Siskiyou County,Napa County,4,0,4,4
6,93,6,57,Siskiyou County,Nevada County,17,5,12,22
6,93,6,59,Siskiyou County,Orange County,25,0,25,25
6,93,6,61,Siskiyou County,Placer County,12,0,12,12
6,93,6,63,Siskiyou County,Plumas County,28,0,28,28
6,93,6,65,Siskiyou County,Riverside County,12,50,-38,62
6,93,6,67,Siskiyou County,Sacramento County,119,189,-70,308
6,93,6,69,Siskiyou County,San Benito County,0,1,-1,1
6,93,6,71,Siskiyou County,San Bernardino County,22,11,11,33
6,93,6,73,Siskiyou County,San Diego County,74,2,72,76
6,93,6,75,Siskiyou County,San Francisco County,14,0,14,14
6,93,6,77,Siskiyou County,San Joaquin County,40,56,-16,96
6,93,6,79,Siskiyou County,San Luis Obispo County,18,5,13,23
6,93,6,81,Siskiyou County,San Mateo County,29,0,29,29
6,93,6,83,Siskiyou County,Santa Barbara County,0,13,-13,13
6,93,6,85,Siskiyou County,Santa Clara County,9,10,-1,19
6,93,6,87,Siskiyou County,Santa Cruz County,62,0,62,62
6,93,6,89,Siskiyou County,Shasta County,192,171,21,363
6,93,6,95,Siskiyou County,Solano County,8,21,-13,29
6,93,6,97,Siskiyou County,Sonoma County,0,98,-98,98
6,93,6,99,Siskiyou County,Stanislaus County,21,46,-25,67
6,93,6,103,Siskiyou County,Tehama County,30,208,-178,238
6,93,6,105,Siskiyou County,Trinity County,5,0,5,5
6,93,6,109,Siskiyou County,Tuolumne County,1,0,1,1
6,93,6,111,Siskiyou County,Ventura County,6,0,6,6
6,93,6,113,Siskiyou County,Yolo County,18,15,3,33
6,93,6,115,Siskiyou County,Yuba County,2,0,2,2
6,95,6,1,Solano County,Alameda County,"2,583","1,073","1,510","3,656"
6,95,6,5,Solano County,Amador County,9,14,-5,23
6,95,6,7,Solano County,Butte County,95,225,-130,320
6,95,6,9,Solano County,Calaveras County,4,114,-110,118
6,95,6,11,Solano County,Colusa County,5,21,-16,26
6,95,6,13,Solano County,Contra Costa County,"4,077","2,139","1,938","6,216"
6,95,6,15,Solano County,Del Norte County,28,82,-54,110
6,95,6,17,Solano County,El Dorado County,110,53,57,163
6,95,6,19,Solano County,Fresno County,191,124,67,315
6,95,6,21,Solano County,Glenn County,0,6,-6,6
6,95,6,23,Solano County,Humboldt County,77,118,-41,195
6,95,6,25,Solano County,Imperial County,160,4,156,164
6,95,6,27,Solano County,Inyo County,0,1,-1,1
6,95,6,29,Solano County,Kern County,325,145,180,470
6,95,6,31,Solano County,Kings County,75,52,23,127
6,95,6,33,Solano County,Lake County,103,165,-62,268
6,95,6,35,Solano County,Lassen County,129,48,81,177
6,95,6,37,Solano County,Los Angeles County,916,767,149,"1,683"
6,95,6,39,Solano County,Madera County,97,43,54,140
6,95,6,41,Solano County,Marin County,739,272,467,"1,011"
6,95,6,43,Solano County,Mariposa County,0,4,-4,4
6,95,6,45,Solano County,Mendocino County,24,52,-28,76
6,95,6,47,Solano County,Merced County,44,34,10,78
6,95,6,49,Solano County,Modoc County,10,0,10,10
6,95,6,53,Solano County,Monterey County,217,172,45,389
6,95,6,55,Solano County,Napa County,"2,512",733,"1,779","3,245"
6,95,6,57,Solano County,Nevada County,22,51,-29,73
6,95,6,59,Solano County,Orange County,191,284,-93,475
6,95,6,61,Solano County,Placer County,135,521,-386,656
6,95,6,65,Solano County,Riverside County,328,205,123,533
6,95,6,67,Solano County,Sacramento County,"1,649","2,767","-1,118","4,416"
6,95,6,69,Solano County,San Benito County,0,5,-5,5
6,95,6,71,Solano County,San Bernardino County,202,118,84,320
6,95,6,73,Solano County,San Diego County,419,213,206,632
6,95,6,75,Solano County,San Francisco County,"1,007",604,403,"1,611"
6,95,6,77,Solano County,San Joaquin County,488,637,-149,"1,125"
6,95,6,79,Solano County,San Luis Obispo County,232,96,136,328
6,95,6,81,Solano County,San Mateo County,911,227,684,"1,138"
6,95,6,83,Solano County,Santa Barbara County,219,93,126,312
6,95,6,85,Solano County,Santa Clara County,937,345,592,"1,282"
6,95,6,87,Solano County,Santa Cruz County,195,51,144,246
6,95,6,89,Solano County,Shasta County,329,3,326,332
6,95,6,93,Solano County,Siskiyou County,21,8,13,29
6,95,6,97,Solano County,Sonoma County,383,"1,143",-760,"1,526"
6,95,6,99,Solano County,Stanislaus County,149,283,-134,432
6,95,6,101,Solano County,Sutter County,17,17,0,34
6,95,6,103,Solano County,Tehama County,76,25,51,101
6,95,6,105,Solano County,Trinity County,12,0,12,12
6,95,6,107,Solano County,Tulare County,65,54,11,119
6,95,6,109,Solano County,Tuolumne County,0,82,-82,82
6,95,6,111,Solano County,Ventura County,60,246,-186,306
6,95,6,113,Solano County,Yolo County,477,857,-380,"1,334"
6,95,6,115,Solano County,Yuba County,80,159,-79,239
6,97,6,1,Sonoma County,Alameda County,977,769,208,"1,746"
6,97,6,5,Sonoma County,Amador County,55,37,18,92
6,97,6,7,Sonoma County,Butte County,277,289,-12,566
6,97,6,9,Sonoma County,Calaveras County,75,14,61,89
6,97,6,13,Sonoma County,Contra Costa County,452,623,-171,"1,075"
6,97,6,15,Sonoma County,Del Norte County,8,27,-19,35
6,97,6,17,Sonoma County,El Dorado County,89,82,7,171
6,97,6,19,Sonoma County,Fresno County,135,70,65,205
6,97,6,21,Sonoma County,Glenn County,0,15,-15,15
6,97,6,23,Sonoma County,Humboldt County,429,285,144,714
6,97,6,25,Sonoma County,Imperial County,0,1,-1,1
6,97,6,29,Sonoma County,Kern County,172,58,114,230
6,97,6,31,Sonoma County,Kings County,0,173,-173,173
6,97,6,33,Sonoma County,Lake County,476,"1,106",-630,"1,582"
6,97,6,35,Sonoma County,Lassen County,0,24,-24,24
6,97,6,37,Sonoma County,Los Angeles County,"1,035",664,371,"1,699"
6,97,6,39,Sonoma County,Madera County,7,7,0,14
6,97,6,41,Sonoma County,Marin County,"2,592","2,046",546,"4,638"
6,97,6,45,Sonoma County,Mendocino County,455,593,-138,"1,048"
6,97,6,47,Sonoma County,Merced County,105,78,27,183
6,97,6,49,Sonoma County,Modoc County,24,7,17,31
6,97,6,53,Sonoma County,Monterey County,55,111,-56,166
6,97,6,55,Sonoma County,Napa County,697,349,348,"1,046"
6,97,6,57,Sonoma County,Nevada County,111,116,-5,227
6,97,6,59,Sonoma County,Orange County,235,249,-14,484
6,97,6,61,Sonoma County,Placer County,168,205,-37,373
6,97,6,63,Sonoma County,Plumas County,0,10,-10,10
6,97,6,65,Sonoma County,Riverside County,135,127,8,262
6,97,6,67,Sonoma County,Sacramento County,"1,148","1,111",37,"2,259"
6,97,6,69,Sonoma County,San Benito County,34,0,34,34
6,97,6,71,Sonoma County,San Bernardino County,228,191,37,419
6,97,6,73,Sonoma County,San Diego County,594,329,265,923
6,97,6,75,Sonoma County,San Francisco County,"1,235",746,489,"1,981"
6,97,6,77,Sonoma County,San Joaquin County,235,132,103,367
6,97,6,79,Sonoma County,San Luis Obispo County,104,74,30,178
6,97,6,81,Sonoma County,San Mateo County,770,218,552,988
6,97,6,83,Sonoma County,Santa Barbara County,125,224,-99,349
6,97,6,85,Sonoma County,Santa Clara County,"1,091",431,660,"1,522"
6,97,6,87,Sonoma County,Santa Cruz County,342,107,235,449
6,97,6,89,Sonoma County,Shasta County,185,154,31,339
6,97,6,91,Sonoma County,Sierra County,0,26,-26,26
6,97,6,93,Sonoma County,Siskiyou County,98,0,98,98
6,97,6,95,Sonoma County,Solano County,"1,143",383,760,"1,526"
6,97,6,99,Sonoma County,Stanislaus County,178,745,-567,923
6,97,6,101,Sonoma County,Sutter County,125,34,91,159
6,97,6,103,Sonoma County,Tehama County,0,127,-127,127
6,97,6,105,Sonoma County,Trinity County,0,3,-3,3
6,97,6,107,Sonoma County,Tulare County,177,155,22,332
6,97,6,109,Sonoma County,Tuolumne County,7,49,-42,56
6,97,6,111,Sonoma County,Ventura County,247,206,41,453
6,97,6,113,Sonoma County,Yolo County,451,369,82,820
6,97,6,115,Sonoma County,Yuba County,18,21,-3,39
6,99,6,1,Stanislaus County,Alameda County,"1,881","1,007",874,"2,888"
6,99,6,5,Stanislaus County,Amador County,18,17,1,35
6,99,6,7,Stanislaus County,Butte County,89,88,1,177
6,99,6,9,Stanislaus County,Calaveras County,181,118,63,299
6,99,6,11,Stanislaus County,Colusa County,0,17,-17,17
6,99,6,13,Stanislaus County,Contra Costa County,670,135,535,805
6,99,6,15,Stanislaus County,Del Norte County,16,16,0,32
6,99,6,17,Stanislaus County,El Dorado County,41,102,-61,143
6,99,6,19,Stanislaus County,Fresno County,434,489,-55,923
6,99,6,23,Stanislaus County,Humboldt County,17,112,-95,129
6,99,6,25,Stanislaus County,Imperial County,79,104,-25,183
6,99,6,27,Stanislaus County,Inyo County,6,0,6,6
6,99,6,29,Stanislaus County,Kern County,58,339,-281,397
6,99,6,31,Stanislaus County,Kings County,51,164,-113,215
6,99,6,33,Stanislaus County,Lake County,8,3,5,11
6,99,6,35,Stanislaus County,Lassen County,1,13,-12,14
6,99,6,37,Stanislaus County,Los Angeles County,371,522,-151,893
6,99,6,39,Stanislaus County,Madera County,65,167,-102,232
6,99,6,41,Stanislaus County,Marin County,25,249,-224,274
6,99,6,43,Stanislaus County,Mariposa County,55,24,31,79
6,99,6,45,Stanislaus County,Mendocino County,147,11,136,158
6,99,6,47,Stanislaus County,Merced County,"1,940","2,344",-404,"4,284"
6,99,6,51,Stanislaus County,Mono County,0,1,-1,1
6,99,6,53,Stanislaus County,Monterey County,312,248,64,560
6,99,6,55,Stanislaus County,Napa County,34,251,-217,285
6,99,6,57,Stanislaus County,Nevada County,0,12,-12,12
6,99,6,59,Stanislaus County,Orange County,68,123,-55,191
6,99,6,61,Stanislaus County,Placer County,166,238,-72,404
6,99,6,63,Stanislaus County,Plumas County,15,28,-13,43
6,99,6,65,Stanislaus County,Riverside County,393,289,104,682
6,99,6,67,Stanislaus County,Sacramento County,822,"1,120",-298,"1,942"
6,99,6,69,Stanislaus County,San Benito County,12,112,-100,124
6,99,6,71,Stanislaus County,San Bernardino County,315,481,-166,796
6,99,6,73,Stanislaus County,San Diego County,125,365,-240,490
6,99,6,75,Stanislaus County,San Francisco County,141,250,-109,391
6,99,6,77,Stanislaus County,San Joaquin County,"3,504","2,765",739,"6,269"
6,99,6,79,Stanislaus County,San Luis Obispo County,45,99,-54,144
6,99,6,81,Stanislaus County,San Mateo County,472,60,412,532
6,99,6,83,Stanislaus County,Santa Barbara County,64,170,-106,234
6,99,6,85,Stanislaus County,Santa Clara County,"2,142",893,"1,249","3,035"
6,99,6,87,Stanislaus County,Santa Cruz County,43,127,-84,170
6,99,6,89,Stanislaus County,Shasta County,297,17,280,314
6,99,6,91,Stanislaus County,Sierra County,18,0,18,18
6,99,6,93,Stanislaus County,Siskiyou County,46,21,25,67
6,99,6,95,Stanislaus County,Solano County,283,149,134,432
6,99,6,97,Stanislaus County,Sonoma County,745,178,567,923
6,99,6,101,Stanislaus County,Sutter County,10,225,-215,235
6,99,6,103,Stanislaus County,Tehama County,0,7,-7,7
6,99,6,105,Stanislaus County,Trinity County,0,1,-1,1
6,99,6,107,Stanislaus County,Tulare County,132,262,-130,394
6,99,6,109,Stanislaus County,Tuolumne County,261,462,-201,723
6,99,6,111,Stanislaus County,Ventura County,0,213,-213,213
6,99,6,113,Stanislaus County,Yolo County,55,215,-160,270
6,99,6,115,Stanislaus County,Yuba County,0,15,-15,15
6,101,6,1,Sutter County,Alameda County,68,28,40,96
6,101,6,7,Sutter County,Butte County,617,560,57,"1,177"
6,101,6,11,Sutter County,Colusa County,45,123,-78,168
6,101,6,13,Sutter County,Contra Costa County,47,11,36,58
6,101,6,15,Sutter County,Del Norte County,0,73,-73,73
6,101,6,17,Sutter County,El Dorado County,40,18,22,58
6,101,6,19,Sutter County,Fresno County,10,18,-8,28
6,101,6,21,Sutter County,Glenn County,81,0,81,81
6,101,6,23,Sutter County,Humboldt County,4,95,-91,99
6,101,6,27,Sutter County,Inyo County,0,17,-17,17
6,101,6,29,Sutter County,Kern County,7,15,-8,22
6,101,6,31,Sutter County,Kings County,0,5,-5,5
6,101,6,33,Sutter County,Lake County,0,30,-30,30
6,101,6,35,Sutter County,Lassen County,0,56,-56,56
6,101,6,37,Sutter County,Los Angeles County,35,49,-14,84
6,101,6,39,Sutter County,Madera County,0,9,-9,9
6,101,6,43,Sutter County,Mariposa County,5,0,5,5
6,101,6,45,Sutter County,Mendocino County,0,30,-30,30
6,101,6,47,Sutter County,Merced County,0,2,-2,2
6,101,6,53,Sutter County,Monterey County,0,10,-10,10
6,101,6,55,Sutter County,Napa County,0,8,-8,8
6,101,6,57,Sutter County,Nevada County,160,98,62,258
6,101,6,59,Sutter County,Orange County,0,3,-3,3
6,101,6,61,Sutter County,Placer County,194,128,66,322
6,101,6,65,Sutter County,Riverside County,49,0,49,49
6,101,6,67,Sutter County,Sacramento County,453,737,-284,"1,190"
