id,title,displayTitle,publishedAt,views,likes,dislikes
SOplv7CGfnM,"Keith Ape - Xen","Keith Ape - Xen",2018-10-12T14:00:04.000Z,161369,6710,147
9RFuE-K-C3s,"Higher Brothers - Diamond (prod. HARIKIRI)","Higher Brothers - Diamond (prod. HARIKIRI)",2019-02-22T05:00:01.000Z,157098,3410,26
yLP8z3c76K0,"Bohan Phoenix - JALA 加辣 (Official Video)","Bohan Phoenix - JALA 加辣",2017-01-23T00:07:37.000Z,156710,3524,120
90Uuiyz8CjY,"YUNG BAE - Bae City Rollaz [] 88rising W A V E S","YUNG BAE - Bae City Rollaz",2017-01-25T00:26:47.000Z,141466,3881,74
VuPtLjFSt40,"Higher Brothers - Room Service (Official Audio)","Higher Brothers - Room Service",2018-01-18T15:55:58.000Z,135157,3909,58
4ef1DHm-Km4,"Brian Puspos - Starting Line (Official Music Video)","Brian Puspos - Starting Line",2017-01-11T19:26:01.000Z,134880,2232,50
QmpL5PtvP1U,"Sen Morimoto - People Watching (Official Music Video)","Sen Morimoto - People Watching",2018-07-09T13:54:58.000Z,133331,7395,131
4Hff0NB2lnM,"AUGUST 08 ft. WYNNE - Spiral (Official Video)","AUGUST 08 ft. WYNNE - Spiral",2018-12-05T15:00:07.000Z,128724,6324,93
WEeP1hLM35M,"$ILKMONEY & ICYTWAT  - D.A.N. 🌐","$ILKMONEY & ICYTWAT  - D.A.N. 🌐",2017-07-09T05:37:38.000Z,128374,4260,52
03qBVSg_cHQ,"Rina Sawayama - Take Me As I Am","Rina Sawayama - Take Me As I Am",2018-01-15T17:36:12.000Z,127797,5380,174
y7pukXMZdoI,"Bengfang - Never Ends (Official 360 VR Music Video)","Bengfang - Never Ends",2016-08-29T18:07:39.000Z,127038,1340,60
Jmuu0lbleOE,"Sen Morimoto - Cannonball (Official Music Video)","Sen Morimoto - Cannonball",2018-03-12T14:00:02.000Z,125086,4354,328
FPkg6QnpOYQ,"Lexie Liu - Mulan (Official Audio)","Lexie Liu - Mulan",2019-02-07T15:00:01.000Z,121128,4845,72
LCgiRn01ZTc,"Higher Brothers - Need Me Now feat. Guapdad 4000","Higher Brothers - Need Me Now feat. Guapdad 4000",2019-02-22T05:00:01.000Z,115286,3046,25
Assy8i9QAL4,"Dbo - 우주 (SPACE) Official Music Video","Dbo - 우주 (SPACE) Official Music Video",2016-11-24T01:33:43.000Z,113783,2537,126
ydNWWTEvZRY,"Higher Brothers Over The Wall - 演 Yan","Higher Brothers Over The Wall - 演 Yan",2017-09-06T16:50:21.000Z,112930,2806,49
xo5s0UIy1Lo,"Lexie Liu - Bygone (Official Audio)","Lexie Liu - Bygone",2019-02-03T15:00:06.000Z,112340,3544,43
m3AX1ooYdiA,"🇰🇷 Yaeji - Therapy (deep groove from Seoul/NYC) // FRESH DELIVERY 02","🇰🇷 Yaeji - Therapy (deep groove from Seoul/NYC)",2017-07-17T14:00:08.000Z,112217,3674,51
qIDEvnQgeps,"Sen Morimoto - How It Is (Official Music Video)","Sen Morimoto - How It Is",2018-05-18T12:58:06.000Z,111617,5445,129
cacxFFAzq4I,"Tatsuro Yamashita - 'Love Talkin' of 1982 is so good.","Tatsuro Yamashita - 'Love Talkin' of 1982 is so good.",2017-12-01T10:29:43.000Z,99702,5831,43
GEsKz90hj3k,"Bohan Phoenix - OVERSEAS 海外 (Official Video)","Bohan Phoenix - OVERSEAS 海外",2018-05-25T14:00:03.000Z,94612,4517,69
ABkgFsD9or0,"Higher Brothers - Flexing So Hard","Higher Brothers - Flexing So Hard",2019-02-22T05:00:00.000Z,92285,3044,36
w1C1LI4yDOA,"ICYTWAT - GUCCI PRINCESS (icy beat)","ICYTWAT - GUCCI PRINCESS",2017-07-04T04:35:42.000Z,90602,2818,56
ODG6Vhn0tNo,"Lexie Liu - Love and Run (Official Audio)","Lexie Liu - Love and Run",2019-02-04T15:00:01.000Z,87930,3675,30
sUD7ICphL1k,"Shigeo Sekito - The word II, is so damn good","Shigeo Sekito - The word II, is so damn good",2017-12-17T01:50:46.000Z,87914,5149,42
lFmVGSeVJGs,"Higher Brothers - Sunshine","Higher Brothers - Sunshine",2019-02-22T05:00:03.000Z,86028,2702,25
m70nsQds_qk,"AUGUST 08 - Blood On My Hands feat. Smino (Official Audio)","AUGUST 08 - Blood On My Hands feat. Smino",2019-02-13T15:00:06.000Z,84030,4530,44
oK5lVWanH4g,"🇵🇭 Jess Connelly - Turn Me Down (wavy R&B from Manila) // FRESH DELIVERY 03","🇵🇭 Jess Connelly - Turn Me Down (wavy R&B from Manila)",2017-07-24T14:18:57.000Z,80116,3462,68
1a4_WHwhvGw,"Lexie Liu - Strange Things (Official Audio)","Lexie Liu - Strange Things",2019-02-05T03:00:00.000Z,78611,3305,38
rN6Mt20FizI,"AUGUST 08 - Spiral feat. WYNNE","AUGUST 08 - Spiral feat. WYNNE",2018-11-14T15:42:36.000Z,76953,3769,44
bASOJBwEFMw,"Brian Puspos - Be Ready (prod. josh pan)","Brian Puspos - Be Ready (prod. josh pan)",2017-01-07T14:00:02.000Z,75384,1650,26
A-d2B3_X7pA,"YURUFUWA GANG - FUCKIN' CAR (Official Music Video)","YURUFUWA GANG - FUCKIN' CAR",2016-11-22T02:30:47.000Z,74924,1721,61
i0Evatn31-k,"Giraffage ft. Japanese Breakfast - Maybes (Official Music Video)","Giraffage ft. Japanese Breakfast - Maybes",2017-11-13T15:00:03.000Z,72608,3266,54
Hgch5BdNHGE,"AObeats ft. Eric Nam - Like You // FRESH DELIVERY 05","AObeats ft. Eric Nam - Like You",2017-08-21T14:00:03.000Z,72159,3311,36
IO9PorW_57Y,"🇰🇷 Yeseo - 공중에 (Lazy Mary Jane) // FRESH DELIVERY 04","🇰🇷 Yeseo - 공중에 (Lazy Mary Jane)",2017-07-31T14:00:01.000Z,61836,2274,30
RkmrfeLHApI,"Sen Morimoto - People Watching","Sen Morimoto - People Watching",2018-05-03T13:00:05.000Z,61442,2793,24
CrQail-UBWs,"Brian Puspos - Murder She Wrote (Unplugged)","Brian Puspos - Murder She Wrote (Unplugged)",2017-01-03T14:00:00.000Z,57104,1579,80
Tl2tcar037E,"BAAUER x YENTOWN  - Night Out (official)  |  ¥ ¥ ¥ ¥ ¥","BAAUER x YENTOWN  - Night Out",2016-12-22T00:33:26.000Z,51773,1425,20
rnTPAl4PNp0,"🇰🇷 Horim - Temp-ton (silky smooth Korean R&B) // FRESH DELIVERY 01","🇰🇷 Horim - Temp-ton (silky smooth Korean R&B)",2017-07-10T13:14:04.000Z,51433,2096,31
5P5OWigAcNg,"AUGUST 08 - Separate Ways (FULL AUDIO)","AUGUST 08 - Separate Ways",2018-05-19T16:35:25.000Z,49641,1825,24
4bQ9Uf6LW80,"CIFIKA - My Ego (MUSIC VIDEO)  [] South Korea Seoul","CIFIKA - My Ego",2016-12-21T19:16:33.000Z,48760,1371,7
PCThPn3ldiE,"🇸🇬 Gentle Bones & MYRNE - JU1Y (future-pop from Singapore) // FRESH DELIVERY 06","🇸🇬 Gentle Bones & MYRNE - JU1Y (future-pop from Singapore)",2017-08-28T14:00:01.000Z,47072,1719,39
hgLkkpBj6Mg,"JAHKOY - California Heaven (SEVEN_12 remix) ft. ScHoolboy Q, DMEANOR, & Swings","JAHKOY - California Heaven (SEVEN_12 remix) ft. ScHoolboy Q, DMEANOR, & Swings",2017-07-30T16:00:09.000Z,45640,1684,38
Ot2cclhcPDY,"🇮🇩 Ikkubaru - Street Walkin' // FRESH DELIVERY 09","🇮🇩 Ikkubaru - Street Walkin'",2017-09-18T14:12:32.000Z,44494,1676,28
A0VdBhAr5go,"Rainbow Chan - Let Me // FRESH DELIVERY 07","Rainbow Chan - Let Me",2017-09-04T15:00:01.000Z,43607,1440,45
XeMXvzNnAeo,"KID FRESINO - Turn.(who do) ft. jjj (Official Music Video)","KID FRESINO - Turn.(who do) ft. jjj",2016-11-30T17:16:49.000Z,42673,1193,32
U9fvxyMC3cM,"MYRNE x Brian Puspos - Murder She Wrote (Remix) | 88 Reimagined","MYRNE x Brian Puspos - Murder She Wrote (Remix)",2017-01-23T18:18:26.000Z,40294,1067,19
XJicelxQQSo,"AUGUST 08 - Father Issues (FULL AUDIO)","AUGUST 08 - Father Issues",2018-05-17T21:38:01.000Z,37948,1434,27
DRdV2lsiNhk,"josh pan & X&G - IDTM | BRDG SEEING SOUNDS","josh pan & X&G - IDTM",2016-10-06T17:54:05.000Z,36641,1242,8
xVnliOhK1g4,"Yllis - 梦 (Official Music Video)","Yllis - 梦",2016-09-05T17:41:17.000Z,36013,1083,31
fDj3P-tQwIw,"Tanukichan - Enough (Official Music Video)","Tanukichan - Enough",2016-12-13T16:25:26.000Z,31975,1032,21
72_VC7Buwts,"🇯🇵 Starro - Fantasy ft. Bosco // FRESH DELIVERY 08","🇯🇵 Starro - Fantasy ft. Bosco",2017-09-11T15:00:00.000Z,31168,1184,25
NsXMlu-jmA4,"KiWi - The Christmas Party | 88rising x Mad Decent x BRDG","KiWi - The Christmas Party",2016-12-16T03:20:26.000Z,21252,620,22
-q-wWUafDD0,"Guzz  -  丛林之中遇见神庙 (+++)  | 88rising CHINA","Guzz  -  丛林之中遇见神庙 (+++)",2016-11-02T21:55:43.000Z,20436,595,19
