"GEO_ID","NAME","B25064_001E","B25064_001M"
"1400000US06075031202","Census Tract 312.02, San Francisco County, California","1663","766"
"1400000US06075031301","Census Tract 313.01, San Francisco County, California","1926","586"
"1400000US06075031302","Census Tract 313.02, San Francisco County, California","1030","560"
"1400000US06075031400","Census Tract 314, San Francisco County, California","1187","206"
"1400000US06075032601","Census Tract 326.01, San Francisco County, California","1301","132"
"1400000US06075032602","Census Tract 326.02, San Francisco County, California","1316","107"
"1400000US06075032700","Census Tract 327, San Francisco County, California","1426","261"
"1400000US06075032801","Census Tract 328.01, San Francisco County, California","1813","554"
"1400000US06075032802","Census Tract 328.02, San Francisco County, California","1589","296"
"1400000US06075032901","Census Tract 329.01, San Francisco County, California","1847","179"
"1400000US06075032902","Census Tract 329.02, San Francisco County, California","2,000+","***"
"1400000US06075033000","Census Tract 330, San Francisco County, California","1769","255"
"1400000US06075033100","Census Tract 331, San Francisco County, California","2,000+","***"
"1400000US06075033201","Census Tract 332.01, San Francisco County, California","1548","109"
"1400000US06075033203","Census Tract 332.03, San Francisco County, California","1826","120"
"1400000US06075033204","Census Tract 332.04, San Francisco County, California","1695","69"
"1400000US06075035100","Census Tract 351, San Francisco County, California","1652","175"
"1400000US06075035201","Census Tract 352.01, San Francisco County, California","1388","65"
"1400000US06075035202","Census Tract 352.02, San Francisco County, California","1325","81"
"1400000US06075035300","Census Tract 353, San Francisco County, California","1338","242"
"1400000US06075035400","Census Tract 354, San Francisco County, California","1201","332"
"1400000US06075040100","Census Tract 401, San Francisco County, California","1379","102"
"1400000US06075040200","Census Tract 402, San Francisco County, California","1393","164"
"1400000US06075042601","Census Tract 426.01, San Francisco County, California","1369","116"
"1400000US06075042602","Census Tract 426.02, San Francisco County, California","1549","226"
"1400000US06075042700","Census Tract 427, San Francisco County, California","1362","134"
"1400000US06075042800","Census Tract 428, San Francisco County, California","1875","782"
"1400000US06075045100","Census Tract 451, San Francisco County, California","1435","138"
"1400000US06075045200","Census Tract 452, San Francisco County, California","1392","143"
"1400000US06075047600","Census Tract 476, San Francisco County, California","1528","143"
"1400000US06075047701","Census Tract 477.01, San Francisco County, California","1175","87"
"1400000US06075047702","Census Tract 477.02, San Francisco County, California","1414","114"
"1400000US06075047801","Census Tract 478.01, San Francisco County, California","1632","286"
"1400000US06075047802","Census Tract 478.02, San Francisco County, California","1381","141"
"1400000US06075047901","Census Tract 479.01, San Francisco County, California","1427","328"
"1400000US06075047902","Census Tract 479.02, San Francisco County, California","1432","55"
"1400000US06075060100","Census Tract 601, San Francisco County, California","2,000+","***"
"1400000US06075060400","Census Tract 604, San Francisco County, California","1363","54"
"1400000US06075060502","Census Tract 605.02, San Francisco County, California","462","140"
"1400000US06075060700","Census Tract 607, San Francisco County, California","2,000+","***"
"1400000US06075061000","Census Tract 610, San Francisco County, California","1633","332"
"1400000US06075061100","Census Tract 611, San Francisco County, California","451","44"
"1400000US06075061200","Census Tract 612, San Francisco County, California","1013","420"
"1400000US06075061400","Census Tract 614, San Francisco County, California","1469","181"
"1400000US06075061500","Census Tract 615.00, San Francisco County, California","2,000+","***"
"1400000US06075980200","Census Tract 9802, San Francisco County, California","1750","603"
"1400000US06075980300","Census Tract 9803, San Francisco County, California","888","1341"
"1400000US06075980401","Census Tract 9804.01, San Francisco County, California","-","**"
"1400000US06075980501","Census Tract 9805.01, San Francisco County, California","529","425"
"1400000US06075980600","Census Tract 9806, San Francisco County, California","100-","***"
"1400000US06075980900","Census Tract 9809, San Francisco County, California","2,000+","***"
"1400000US06075990100","Census Tract 9901, San Francisco County, California","-","**"
