"GEO_ID","NAME","B25064_001E","B25064_001M"
"1400000US06075042700","Census Tract 427, San Francisco County, California","1508","148"
"1400000US06075042800","Census Tract 428, San Francisco County, California","2,000+","***"
"1400000US06075045100","Census Tract 451, San Francisco County, California","1620","136"
"1400000US06075045200","Census Tract 452, San Francisco County, California","1553","163"
"1400000US06075047600","Census Tract 476, San Francisco County, California","1648","139"
"1400000US06075047701","Census Tract 477.01, San Francisco County, California","1352","131"
"1400000US06075047702","Census Tract 477.02, San Francisco County, California","1610","175"
"1400000US06075047801","Census Tract 478.01, San Francisco County, California","1548","197"
"1400000US06075047802","Census Tract 478.02, San Francisco County, California","1462","148"
"1400000US06075047901","Census Tract 479.01, San Francisco County, California","1343","182"
"1400000US06075047902","Census Tract 479.02, San Francisco County, California","1487","139"
"1400000US06075060100","Census Tract 601, San Francisco County, California","2,000+","***"
"1400000US06075060400","Census Tract 604, San Francisco County, California","1422","80"
"1400000US06075060502","Census Tract 605.02, San Francisco County, California","397","76"
"1400000US06075060700","Census Tract 607, San Francisco County, California","2,000+","***"
"1400000US06075061000","Census Tract 610, San Francisco County, California","1985","271"
"1400000US06075061100","Census Tract 611, San Francisco County, California","505","34"
"1400000US06075061200","Census Tract 612, San Francisco County, California","1059","218"
"1400000US06075061400","Census Tract 614, San Francisco County, California","1855","249"
"1400000US06075061500","Census Tract 615, San Francisco County, California","2,000+","***"
"1400000US06075980200","Census Tract 9802, San Francisco County, California","2,000+","***"
"1400000US06075980300","Census Tract 9803, San Francisco County, California","1406","927"
"1400000US06075980401","Census Tract 9804.01, San Francisco County, California","-","**"
"1400000US06075980501","Census Tract 9805.01, San Francisco County, California","475","66"
"1400000US06075980600","Census Tract 9806, San Francisco County, California","1213","1980"
"1400000US06075980900","Census Tract 9809, San Francisco County, California","2,000+","***"
"1400000US06075990100","Census Tract 9901, San Francisco County, California","-","**"
"1400000US06075010100","Census Tract 101, San Francisco County, California","1401","142"
"1400000US06075010200","Census Tract 102, San Francisco County, California","1778","152"
"1400000US06075010300","Census Tract 103, San Francisco County, California","2,000+","***"
"1400000US06075010400","Census Tract 104, San Francisco County, California","1967","153"
"1400000US06075010500","Census Tract 105, San Francisco County, California","2,000+","***"
"1400000US06075010600","Census Tract 106, San Francisco County, California","1267","326"
"1400000US06075010700","Census Tract 107, San Francisco County, California","564","36"
"1400000US06075010800","Census Tract 108, San Francisco County, California","1315","180"
"1400000US06075010900","Census Tract 109, San Francisco County, California","1679","214"
"1400000US06075011000","Census Tract 110, San Francisco County, California","1295","194"
"1400000US06075011100","Census Tract 111, San Francisco County, California","1304","77"
"1400000US06075011200","Census Tract 112, San Francisco County, California","1430","91"
"1400000US06075011300","Census Tract 113, San Francisco County, California","576","90"
"1400000US06075011700","Census Tract 117, San Francisco County, California","948","141"
"1400000US06075011800","Census Tract 118, San Francisco County, California","659","76"
"1400000US06075011901","Census Tract 119.01, San Francisco County, California","1357","91"
"1400000US06075011902","Census Tract 119.02, San Francisco County, California","1345","90"
"1400000US06075012000","Census Tract 120, San Francisco County, California","1015","91"
"1400000US06075012100","Census Tract 121, San Francisco County, California","1212","86"
"1400000US06075012201","Census Tract 122.01, San Francisco County, California","1118","74"
"1400000US06075012202","Census Tract 122.02, San Francisco County, California","799","119"
"1400000US06075012301","Census Tract 123.01, San Francisco County, California","540","167"
"1400000US06075012302","Census Tract 123.02, San Francisco County, California","1151","143"
"1400000US06075012401","Census Tract 124.01, San Francisco County, California","736","71"
"1400000US06075012402","Census Tract 124.02, San Francisco County, California","876","178"
"1400000US06075012501","Census Tract 125.01, San Francisco County, California","549","112"
"1400000US06075012502","Census Tract 125.02, San Francisco County, California","425","81"
"1400000US06075012601","Census Tract 126.01, San Francisco County, California","1762","110"
"1400000US06075012602","Census Tract 126.02, San Francisco County, California","1958","176"
"1400000US06075012700","Census Tract 127, San Francisco County, California","1728","177"
"1400000US06075012800","Census Tract 128, San Francisco County, California","1724","136"
"1400000US06075012901","Census Tract 129.01, San Francisco County, California","1832","104"
"1400000US06075012902","Census Tract 129.02, San Francisco County, California","1648","89"
"1400000US06075013000","Census Tract 130, San Francisco County, California","1920","193"
"1400000US06075013101","Census Tract 131.01, San Francisco County, California","1934","142"
"1400000US06075013102","Census Tract 131.02, San Francisco County, California","1897","126"
"1400000US06075013200","Census Tract 132, San Francisco County, California","2,000+","***"
"1400000US06075013300","Census Tract 133, San Francisco County, California","1962","200"
"1400000US06075013400","Census Tract 134, San Francisco County, California","1707","154"
"1400000US06075013500","Census Tract 135, San Francisco County, California","1598","127"
"1400000US06075015100","Census Tract 151, San Francisco County, California","1700","114"
"1400000US06075015200","Census Tract 152, San Francisco County, California","1470","133"
"1400000US06075015300","Census Tract 153, San Francisco County, California","1520","294"
"1400000US06075015400","Census Tract 154, San Francisco County, California","1663","124"
"1400000US06075015500","Census Tract 155, San Francisco County, California","1520","271"
"1400000US06075015600","Census Tract 156, San Francisco County, California","1271","226"
"1400000US06075015700","Census Tract 157, San Francisco County, California","1463","145"
"1400000US06075015801","Census Tract 158.01, San Francisco County, California","1188","164"
"1400000US06075015802","Census Tract 158.02, San Francisco County, California","1559","165"
"1400000US06075015900","Census Tract 159, San Francisco County, California","1636","135"
"1400000US06075016000","Census Tract 160, San Francisco County, California","1263","105"
"1400000US06075016100","Census Tract 161, San Francisco County, California","530","51"
"1400000US06075016200","Census Tract 162, San Francisco County, California","1318","115"
"1400000US06075016300","Census Tract 163, San Francisco County, California","1428","222"
"1400000US06075016400","Census Tract 164, San Francisco County, California","1623","96"
"1400000US06075016500","Census Tract 165, San Francisco County, California","1515","141"
"1400000US06075016600","Census Tract 166, San Francisco County, California","1713","129"
"1400000US06075016700","Census Tract 167, San Francisco County, California","1706","169"
"1400000US06075016801","Census Tract 168.01, San Francisco County, California","1693","163"
"1400000US06075016802","Census Tract 168.02, San Francisco County, California","1317","242"
"1400000US06075016900","Census Tract 169, San Francisco County, California","1626","116"
"1400000US06075017000","Census Tract 170, San Francisco County, California","1816","236"
"1400000US06075017101","Census Tract 171.01, San Francisco County, California","1857","79"
"1400000US06075017102","Census Tract 171.02, San Francisco County, California","1905","263"
"1400000US06075017601","Census Tract 176.01, San Francisco County, California","751","80"
"1400000US06075017700","Census Tract 177, San Francisco County, California","1500","163"
"1400000US06075017801","Census Tract 178.01, San Francisco County, California","291","12"
"1400000US06075017802","Census Tract 178.02, San Francisco County, California","1362","284"
"1400000US06075017902","Census Tract 179.02, San Francisco County, California","1603","293"
"1400000US06075018000","Census Tract 180, San Francisco County, California","2,000+","***"
"1400000US06075020100","Census Tract 201, San Francisco County, California","834","140"
"1400000US06075020200","Census Tract 202, San Francisco County, California","1327","139"
"1400000US06075020300","Census Tract 203, San Francisco County, California","1693","101"
"1400000US06075020401","Census Tract 204.01, San Francisco County, California","1972","170"
"1400000US06075020402","Census Tract 204.02, San Francisco County, California","1686","128"
